id,language,sentence
770,Turkish,Kırmızı butona tıkla.
770,Dutch,Klik op de rode knop.
770,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/3691980
771,Russian,Мы его не купили.
771,German,Wir haben es nicht gekauft.
771,English,We didn't buy it.
771,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/5160923
772,English,Tell Tom to do that later.
772,French,Dis à Tom de le faire plus tard.
772,Russian,"Скажите Тому, чтобы он потом это сделал."
772,Turkish,"Söyle Tom'a, sonra yapsın bunu."
773,English,Tom seemed to like Mary.
773,Russian,"Тому, кажется, Мэри нравилась."
773,Turkish,Tom Mary'yi seviyor gibi görünüyordu.
773,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/6358576
774,Esperanto,"Kiam la rano estis sur la seĝo, ĝi volis salti sur la tablon, kaj kiam ĝi sidis tie, ĝi diris: ""Nun alŝovu al mi vian oran telereton, ni kune manĝos."""
774,German,"Als der Frosch auf dem Stuhl war, wollte er auf den Tisch, und als er da saß, sprach er: „nun schiebe dein goldenes Tellerlein zu mir, wir werden gemeinsam essen.“"
774,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/1417275
775,German,Trotz allem ist die Welt noch schön.
775,English,"Despite everything, the world is still beautiful."
775,Esperanto,Malgraŭ ĉio la mondo ankoraŭ belas.
775,Spanish,"A pesar de todo, el mundo todavía es bonito."
775,Turkish,"Her şeye rağmen, dünya hâlâ güzel."
776,Russian,"Не знаю, как я мог такое сказать."
776,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7425866
777,Spanish,"Si no sabes cómo rellenar las diez páginas del trabajo de filosofía, empieza a desbarrar, ya verás como el profesor te pone una buena nota."
777,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/1065091
778,Galician,Eu quero vivir nun castelo.
778,Gronings,k Wil ien n kestail wonen.
778,Low German (Low Saxon),Ik will in en Slott leven.
778,Dutch,Ik wil in een kasteel wonen.
778,Spanish,Yo quiero vivir en un castillo.
779,Berber,Ur llin ara srin ad d-aɣen amuṭu.
779,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/9886410
780,Dutch,Ik weet hoe moeilijk het voor jou is toe te geven dat je je vergist.
780,German,"Ich weiß, wie schwer es dir fällt zuzugeben, dass du dich irrst."
780,English,I know how difficult it is for you to admit that you are wrong.
780,Esperanto,"Mi scias, kiel malfacilas al vi konfesi vian malpravon."
780,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/3241967
781,Spanish,Permítame presentarle a mis padres.
781,Danish,Lad mig præsentere mine forældre for dig.
781,German,Lassen Sie mich Ihnen meine Eltern vorstellen.
781,English,Let me introduce you to my parents.
781,Esperanto,Lasu min prezenti miajn gepatrojn al vi.
782,Italian,Tom ha telefonato da un vicino.
782,Russian,Том позвонил от соседа.
782,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/6784493
783,Italian,Questo è quello che fanno gli amici.
783,English,This is what friends do.
783,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7430168
784,Portuguese,Quem vive em casas de vidro não deveria jogar pedras.
784,English,Those who live in glass houses shouldn't throw stones.
784,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/939663
785,Esperanto,Tomo havas lipharojn.
785,Dutch,Tom heeft een snor.
785,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4991597
786,English,I sat beside her.
786,Danish,Jeg sad ved siden af hende.
786,German,Ich saß neben ihr.
786,Esperanto,Mi sidis apud ŝi.
786,French,Je m'assis à côté d'elle.
787,Turkish,Elimden geldiğince çabuk olacağım.
787,English,I'll be as quick as I can.
787,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4912856
788,Spanish,"Quien no está dispuesto a aprender, no está dispuesto a enseñar."
788,English,One who is not willing to learn is not worth teaching.
788,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/990324
789,Esperanto,Estu bonulo!
789,French,Sois un chic type !
789,Lojban,ko xamgu
789,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/2347904
790,Dutch,Hij is wreed.
790,German,Er ist rücksichtslos.
790,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8726646
791,Hungarian,Az utolsó reménysugarat is elvesztettük.
791,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/6915276
792,Turkish,"""Öğretmenleriniz nereliydi?"" ""Arjantin."""
792,Italian,"""Di che nazionalità erano le vostre insegnanti?"" ""Argentina."""
792,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7693050
793,Kabyle,Tili amek ara nettaru ilel s tfilippinit?
793,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/9501779
794,Japanese,いつもは私は彼女と同じ意見です。
794,German,Ich bin mit ihr gewöhnlich einer Meinung.
794,Esperanto,Kutime mi konsentas kun ŝi.
794,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/2157717
795,English,Tom told me that he thought that Mary was undependable.
795,Turkish,Tom bana Mary'nin güvenilmez olduğunu düşündüğünü söyledi.
796,Berber,"Deg tegrest, dima ttaṭṭaseɣ s yiqaciren n taḍuft."
796,English,"In winter, I always sleep with wool socks on."
796,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8770373
797,Mandarin Chinese,这只狗挑了。
797,English,This dog jumped.
797,Latin,Hic canis saluit.
797,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4763872
798,Turkish,Mümkün olduğu kadar çabuk bunun tamir edilmesini istiyorum.
798,English,I want this repaired as soon as possible.
798,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/3611561
799,Turkish,Bu gerçekten doğrudur.
799,English,This is indeed true.
799,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/5755146
800,Bulgarian,"Чух, че телефонът звъни."
800,English,I heard the telephone ringing.
800,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/821879
801,Kabyle,Meɛnen lehḥuṛ-nkent.
801,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7570747
802,Swabian,"Wem mr ned auf kloine Gwenn vrzichdå koå, wird mr koine große Gwenn machå."
802,German,"Wenn man nicht auf kleine Gewinne verzichten kann, wird man keine großen Gewinne machen."
802,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8297190
803,Kabyle,Rray i asent-fkiɣ yelha.
803,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8433265
804,Berber,Yanni d Skura llan han.
804,English,Yanni and Skura were present.
804,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8796668
805,Russian,"Думаю, я мог бы и лучше."
805,English,I think that I could've done better.
805,French,Je pense que j'aurais pu mieux faire.
806,Esperanto,Hodiaŭ ne tiel malvarmas.
806,German,Heute ist es nicht so kalt.
806,English,Today is not so cold.
806,French,Il ne fait pas si froid aujourd'hui.
806,Dutch,Vandaag is het niet zo koud.
807,English,Layla can't put gloves on.
807,Basque,Laylak ezin ditu eskularruak jantzi.
807,Turkish,Leyla eldiven giyemez.
807,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/6072350
808,Esperanto,Vikipedio estas la plej bona enciklopedio en interreto.
808,Arabic,ويكيبيديا هي أفضل موسوعة على الإنترنت.
808,Danish,Wikipedia er den bedste encyklopædi på internettet.
808,German,"""Wikipedia"" ist die beste Enzyklopädie im Internet."
809,Finnish,Pysy sivussa.
809,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/3834798
810,Berber,Ttamneɣ-tent.
810,English,I trust them.
810,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8221693
811,Russian,Хотела бы я стать мультилингвом.
811,English,I would like to become multilingual.
811,Esperanto,Dezirus mi iĝi poligloto.
811,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4995381
812,Kabyle,Llan ttqelliben merra aqcic-nni iruḥen.
812,French,Ils cherchaient tous après l'enfant disparu.
812,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7217597
813,Portuguese,Você já checou sua caixa de entrada?
813,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/976567
814,Mandarin Chinese,今天早上你在做什么？
814,German,Was hast du heute früh gemacht?
814,English,What were you doing this morning?
814,Esperanto,Kion vi faris hodiaŭ matene?
815,English,"Sorry, you have the wrong number."
815,Berber,"Ssuref-iyi, tɣelḍeḍ deg wuṭṭun."
815,Mandarin Chinese,对不起，你打错电话了。
815,German,"Tut mir leid, Sie sind falsch verbunden."
815,Icelandic,"Afsakið, þú ert með vitlaust númer."
816,Dutch,Je ziet er geweldig uit.
816,English,You're gorgeous.
816,French,Tu es magnifique.
816,Spanish,Estás espléndida.
817,Russian,Она тебя не понимает.
817,English,She doesn't understand you.
817,French,Elle ne te comprend pas.
817,Spanish,Ella no te entiende.
817,Klingon,Duyajbe'.
818,Berber,Ur ili ara ifker.
818,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/9885545
819,Hebrew,אני שמנה מדי.
819,Esperanto,Mi estas tro dika.
819,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/3263150
820,Italian,Quale dieta è migliore?
820,English,Which diet is better?
820,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/950179
821,Hebrew,תוריד את זה.
821,English,Take that down.
822,English,No one knows why Tom left the city.
822,Russian,"Никто не знает, почему Том уехал из города."
822,Turkish,Tom'un şehri neden terk ettiğini kimse bilmiyor.
822,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/6823370
823,Berber,Maɣef ay tettlusu dima arazal-nni?
823,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7445952
824,Polish,Mama codziennie jest w domu.
824,Japanese,母は毎日うちにいます。
824,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/899479
825,Macedonian,Да каснеме нешто.
825,English,Let's have a bite to eat.
825,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4285751
826,Serbian,"Ispod crteža, napisao je ""Ugrabite viršle!""."
826,English,"Under the cartoon, he wrote ""Get your hot dogs!"""
826,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/665223
827,Italian,Penso che andrete per svago in Libano.
827,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7572781
828,English,Tom asked Mary to help John do that.
828,Turkish,Tom Mary'den John'un onu yapmasına yardım etmesini istedi.
828,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/6270669
829,English,My secretary is typing my texts and my assistant is talking on telephone.
829,Spanish,Mi secretaria está escribiendo mis textos y mi asistente está hablando por teléfono.
829,Turkish,Sekreterim metinlerimi yazıyor ve asistanım telefonda konuşuyor.
829,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4256372
830,English,"""What is this?"" ""It's vinaigrette."""
830,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/6918994
831,Turkish,Öğrenciler yanıt veremedi.
831,English,The students could not answer.
831,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4832167
832,English,Tom couldn't keep his eyes off Mary.
832,German,"Tom konnte nicht anders, als ständig Mary anzusehen."
832,Finnish,Tomi ei saanut silmiään irti Marista.
832,Portuguese,Tom não conseguia tirar os olhos da Mary.
832,Turkish,Tom gözlerini Mary'den uzak tutamadı.
833,Portuguese,Esse vestido combina com o seu cabelo ruivo.
833,English,That dress matches her red hair.
833,French,Cette robe va bien avec ses cheveux roux.
833,Spanish,Ese vestido combina con su cabello pelirrojo.
833,Ukrainian,Ця сукня добре поєднується з її рудим волоссям.
834,English,"I'm glad you enjoy skiing, but I guess it's just not my cup of tea."
834,German,"Ich freue mich, dass du am Skifahren Spaß hast, aber es ist wohl einfach nicht mein Ding."
834,Esperanto,"Mi ĝojas, ke vi ĝuas skiadon, sed mi supozas, ke ĝi ne estas laŭ mia gusto."
834,Finnish,"Olen iloinen, että nautit laskettelemisesta, mutta luulenpa ettei se ole minun juttuni."
834,Japanese,君がスキーを楽しむのは嬉しいが、私の趣味じゃないようだ。
835,Italian,Vorrei annullare il mio biglietto.
835,Greek,Θα 'θελα να ακυρώσω το εισιτήριό μου.
835,English,I'd like to cancel my ticket.
835,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/3753836
836,Turkish,Koku hoş değildi.
836,English,The smell was unpleasant.
836,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/5266418
837,Kabyle,Ur wwin ara tilitten-nni ɣer Kuku.
837,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/9248308
838,Finnish,Tomi unohti salasanansa.
838,English,Tom forgot his password.
838,Russian,Том забыл пароль.
838,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/6534172
839,Tagalog,May mga tanim ng gumamela sa tabi ng bakuran ng kastilyo.
839,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4744759
840,Italian,"""Di che nazionalità erano i vostri alunni?"" ""Bielorussa."""
840,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/6755998
841,Ukrainian,"Я ніколи не бачив, щоб вона була така розлючена."
841,English,I've never seen her that mad.
841,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/6130883
842,Italian,Puoi raccomandarmi un posto carino dove posso gustare del cibo messicano?
842,Russian,"Можешь порекомендовать мне хорошее место, где можно отведать блюда мексиканской кухни?"
842,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/6018639
843,Vietnamese,Tôi hay trượt tuyết.
843,French,Je skie souvent.
843,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/568427
844,Hungarian,Tom arca céklavörössé vált.
844,English,Tom's face turned red as a beet.
844,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7072659
845,Russian,Он отказался предоставить им информацию.
845,German,"Er weigerte sich, ihnen die Information zu geben."
845,English,He refused to give them the information.
845,French,Il a refusé de leur donner les informations.
846,German,Ich habe nichts zu verheimlichen.
846,Hebrew,אין לי מה להסתיר.
846,Persian,من هیچ چیز برای مخفی کردن ندارم.
846,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/2744518
847,Hungarian,"Jaj, nem ismertelek meg a maszk mögött!"
847,German,"Ach, ich habe dich mit der Maske nicht erkannt!"
847,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/9699005
848,French,"Elle lui fit des avances, un sourire aux lèvres."
848,English,She approached him with a smile on her face.
848,Kabyle,Truḥ la s-tettezzi s ucmummeḥ deg imi.
848,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/1372860
849,German,Die Kleiderordnung der Schule verbietet unnatürliche Haarfärbungen.
849,English,The school's dress code prohibits dyeing your hair a non-natural color.
849,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/6628717
850,English,They're painting the fence tomorrow.
850,Danish,De maler hegnet i morgen.
850,German,Sie streichen morgen den Zaun.
850,Esperanto,Ili farbos la barilon morgaŭ.
851,Esperanto,"Kial la homoj ne plu diras, kion ili vere pensas?"
851,German,"Warum die Menschen nicht mehr sagen, was sie wirklich denken?"
851,Lithuanian,"Kodėl žmonės nebekalba, ką jie iš tikrųjų galvoja."
851,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8560293
852,Italian,Sono stati uccisi sette poliziotti.
852,English,Seven policemen were killed.
852,French,Sept policiers ont été tués.
852,Russian,Семеро полицейских были убиты.
853,Scottish Gaelic,Chan eil ach beagan Gàidhlig na h-Èireann agam.
853,English,I only speak a little Irish.
853,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/5749908
854,Italian,Perché è sempre così avaro?
854,English,Why are you always so mean?
854,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8029997
855,English,He's running against you.
855,Marathi,ते तुमच्याविरुद्ध उभे आहेत.
856,Lojban,li pai du li ci pi pa vo pa mu so ji'i
856,German,"π ist ungefähr gleich 3,14159."
856,English,π equals approximately 3.14159.
856,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4189738
857,Russian,"Большинство имеет определённое мировоззрение, которое определено меньшинством."
857,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/1915294
858,Russian,"Прости, меня задержали в ректорате."
858,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/6475394
859,German,"Tom fragte mich, ob ich tanzen wolle."
859,English,Tom asked me if I wanted to dance.
859,Esperanto,"Tomo demandis min, ĉu mi volas danci."
859,Russian,"Том спросил меня, хочу ли я танцевать."
859,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/3316054
860,English,The music makes me want to dance.
860,German,Die Musik bringt mich in Tanzstimmung!
860,Italian,La musica mi fa venire voglia di danzare.
860,Turkish,Müzik bana dans etmemi istetir.
861,Lithuanian,"Ar tu gali prisiminti, kada pirmą kartą išgirdai ''The Beatles''?"
861,Esperanto,"Ĉu vi povas memori la unuan fojon, kiam vi aŭdis ""The Beatles""?"
861,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7987808
862,Klingon,jIqID 'e' boHar'a'?
862,Swedish,Tror ni att jag skämtar?
862,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/3348024
863,Hebrew,סביר מה שראיתי.
863,English,That is likely what I saw.
863,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4712455
864,English,Let's hope that Tom's opinion changes.
864,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/9809060
865,Italian,È ancora innamorata di lei?
865,English,Are you still in love with her?
865,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/3229678
866,Slovak,Čo ste počuli?
866,Mandarin Chinese,您听到什么了？
866,English,What did you hear?
866,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7623336
867,Turkish,"Mary, büyükbabası tarafından büyütüldü."
867,English,Mary was raised by her grandfather.
867,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8115872
868,German,Ich fühle mich nicht so gut.
868,Greek,Δεν είμαι και τόσο καλά.
868,English,I'm not feeling so good.
869,Berber,Ur telli ara tebɣa ad d-tseɣ aksum n uzger.
869,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/9895394
870,German,„Tom hat mich gelobt.“ – „Er hat dich gelobt? Wie hast du das denn geschafft? Er hat nur allerseltenst ein Lob für andere übrig.“
870,Esperanto,"„Tom laŭdis min."" - „Ĉu li vin laŭdis? Kiel vi faris tion? Li cetere tre malofte esprimas laŭdon por aliaj."""
870,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/6844364
871,Russian,"«Теперь они свободны и могут сами распоряжаться своей жизнью». — «Ты плохо знаешь человеческую натуру. Большинству нравится, когда ими кто-то манипулирует или управляет»."
871,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/9391276
872,Turkish,Yarışma kesinlikle inanılmazdı.
872,English,The competition was absolutely amazing.
872,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/6060807
873,Russian,Возьми меня за руку.
873,English,Take my hand.
873,Esperanto,Prenu mian manon.
873,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/3291354
874,Kabyle,D argaz neɣ tameṛṛut uneṣ.
874,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7087303
875,German,Auch in einem Rolls-Royce wird geweint — vielleicht sogar noch mehr als in einem Bus.
875,Tatar,"""Ролс-Ройс""ка утырганнар да елый - бәлки әле автобуста йөрүчеләргә караганда да ешрактыр."
875,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/2802012
876,Italian,Io non sono l'unica canadese nella squadra.
876,English,I'm not the only Canadian on the team.
876,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/6807806
877,Russian,Он был похож на доктора.
877,English,He looked like a doctor.
877,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/3843640
878,Italian,Va a costruire stadi in Francia?
878,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7625990
879,English,I think Tom was supposed to do that by himself.
879,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7169200
880,Kabyle,Amdan-ihin yečur d lheff.
880,French,Cette personne est pleine de ruse.
880,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8661279
881,Marathi,मला झोपायला नाही जायचंय.
881,English,I don't want to go to bed.
881,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/2276778
882,Turkish,"O, her pazar büyükannesiyle zaman geçirir."
882,German,Er verbringt jeden Sonntag Zeit mit seiner Großmutter.
882,English,She spends time with her grandmother every Sunday.
882,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/1468553
883,English,Tom and Mary told us they thought they'd do that.
883,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/6509247
884,English,We sold our three-bedroom house on Park Street.
884,Esperanto,Ni vendis nian tridormoĉambran domon je Parko-Strato.
884,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7137056
885,Hungarian,"Lehet, hogy nem tudja elfelejteni őt."
885,German,"Es kann sein, dass er sie nicht vergessen kann."
885,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7333169
886,Dutch,"Het Engels, Russisch en Hindi stammen af van een gemeenschappelijke vooroudertaal."
886,English,"English, Russian, and Hindi descend from a common ancestor language."
886,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/9444809
887,Latin,Istud describam.
887,English,I'm going to write that one down.
887,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8805076
888,Berber,Terra-iyi tmara ad mahleɣ akk tagara n yimalas.
888,English,I had to work all weekend.
888,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8494290
889,Spanish,"Todas las cosas me son lícitas, mas no todas convienen; todas las cosas me son lícitas, mas yo no me dejaré dominar por ninguna."
889,French,"Tout m'est permis, mais tout n'est pas utile ; tout m'est permis, mais je ne me laisserai asservir par quoi que ce soit."
889,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/5974942
890,Tagalog,Putangina! Nakalimutan ko ang password ko!
890,Ilocano,Ukinnanan! Nalipatak ti password-ko!
890,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4657632
891,German,Boote können untergehen.
891,English,Boats can sink.
891,Esperanto,Boatoj povas subakviĝi.
891,French,Les bateaux peuvent couler.
891,Dutch,Boten kunnen zinken.
892,French,Ce genre de maison ne me plait pas.
892,German,Diese Art Haus gefällt mir nicht.
892,Russian,Мне такие дома не нравятся.
892,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/961140
893,German,"Tom schickte mir das Freudentränen lachende Emoji, als ich ihm mein Leid klagte. Das nahm ich ihm übel."
893,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/9336401
894,English,I wasn't smart enough to get into that university.
894,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/9517878
895,Berber,Amek ay teddrem d Tom?
895,English,How did you live with Tom?
895,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8265817
896,French,Marie et ses amies ont pris un selfie de groupe.
896,English,Mary and her friends took a group selfie.
896,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7074598
897,Esperanto,Reiru al la laboro.
897,French,Retournez au travail.
897,Portuguese,Volte ao trabalho.
897,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/2417837
898,French,"Tout ce que vous voulez, c'est du pouvoir."
898,English,All you want is power.
898,Esperanto,Vi volas nur potencon.
898,Hungarian,Csak a hatalmat akarod.
898,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4902533
899,Italian,Tom sta avendo una brutta giornata.
899,English,Tom is having a bad day.
899,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/5641258
900,German,Du gehst mit deinen Eltern in ein Restaurant. Wozu brauchst du eine Serviette?
900,Toki Pona,sina tawa tomo moku lon poka pi mama tu sina. tawa seme la sina wile e len uta?
900,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7074374
901,Italian,Tom stava tifando.
901,English,Tom was cheering.
901,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/5330883
902,Kabyle,Iman-nwen i tellam. Uṣaḍ win ara ken-iɛawnen.
902,English,You're on you own. No one is going to help you.
902,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/9423569
903,German,"Tom wusste, wer die Entführer waren."
903,English,Tom knew who the kidnappers were.
903,Hungarian,"Tom tudta, kik az emberrablók."
903,Persian,تام می‌دانست چه کسانی آدم‌ربا بودند.
903,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4257056
904,English,Tom said that he didn't know Mary was going to eventually leave him.
904,German,"Tom sagte, er habe nicht geahnt, dass Maria ihn letzten Endes verlassen würde."
904,Esperanto,"Tomo diris ne scii, ke Manjo finfine forlasos lin."
904,Dutch,Tom zei dat hij niet wist dat Mary hem uiteindelijk zou gaan verlaten.
905,Lithuanian,Aš turiu klausimą.
905,English,I have a question.
905,Polish,Mam pytanie.
905,Russian,У меня есть вопрос.
906,Talossan,Tom non isch 'n översteir.
906,Arabic,توم ليس مترجم.
906,Egyptian Arabic,توم مش مترجم.
906,Czech,Tom není překladatel.
906,German,Tom ist kein Übersetzer.
907,Kapampangan,Nu rakayú malyáring pakíkitán?
907,English,Where can we meet you?
907,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4655604
908,Polish,Golf to strata miejsca w tak małym kraju jak Japonia.
908,English,Golf is a waste of land in such a small country as Japan.
908,Ukrainian,Гольф — це марнотратство землі для такої маленької країни як Японія.
908,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/1353989
909,Latin,"Parte alia fugiens amissis Troilus armis, / infelix puer atque impar congressus Achilli, / fertur equis curruque hæret resupinus inani, / lora tenens tamen; huic cervixque comæque trahuntur / per terram, et versa pulvis inscribitur hasta."
909,English,"There, reft of arms, poor Troilus, rash to dare / Achilles, by his horses dragged amain, / hangs from his empty chariot. Neck and hair / trail on the ground; his hand still grasps the rein; / the spear inverted scores the dusty plain."
909,Esperanto,"En alia bildo oni vidas Troilon, malfeliĉan knabon, venkitan de Aĥilo en neegala batalo; liaj armiloj estas postlasitaj; falinte dorsen en sia ĉaro, li ankoraŭ mantenas la kondukilojn, sed ne kondukas tamen la hastantajn ĉevalojn; kaj lia nuko kaj hararo, pendantaj, estas trenitaj tra la vojo, dum la pinto de l' mortiga lanco skrapas la teron."
909,French,"Là, fuyait désarmé le malheureux Troïle, / faible enfant dont l'audace osa braver Achille ; / à son char suspendu, les rênes à la main, / il emporte le dard enfoncé dans son sein ; / d'un long sillon de sang le trait marque la plaine, / et son front tout poudreux est traîné sur l'arène."
909,Portuguese,"Noutro quadro está Troilo, pobre moço, / vencido em desigual combate por Aquiles: / deixadas para trás as armas e caído / de costas no seu carro, ainda segura as rédeas, / sem guiar os ginetes apressados; / e, pendente, a cerviz e a cabeleira / tem arrastadas pela estrada enquanto a ponta / da mortal lança vai riscando a terra."
910,Dutch,Niemand gelooft dat.
910,English,Nobody will believe that.
910,Esperanto,Neniu kredas tion.
910,French,Personne n'y croit.
910,Spanish,Nadie creerá eso.
911,German,"Fürchte nicht das Unerwartete, aber sei darauf vorbereitet."
911,Mandarin Chinese,不要害怕意外，但要有準備。
911,English,"Do not fear the unexpected, but be prepared for it."
911,Esperanto,Ne timu la neatenditan sed estu preparita.
911,Dutch,"Vrees niet het onverwachte, maar wees erop voorbereid."
912,Danish,At lære et fremmedsprog er spild af tid.
912,English,Learning a foreign language is a waste of time.
912,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/6961451
913,German,Die Worte verletzten seinen Stolz.
913,French,Les mots ont blessé sa fierté.
913,Spanish,Las palabras hirieron su orgullo.
913,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/413897
914,German,"Sie opferte sich ganz auf, um ihre Kinder aufzuziehen."
914,French,Elle s'est totalement sacrifiée pour élever ses enfants.
914,Japanese,彼女は自分の生活を犠牲にして子供を育てた。
914,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/413940
915,German,Tom trinkt gar keine alkoholischen Getränke.
915,Czech,Tom vůbec nepije alkoholické nápoje.
915,English,Tom doesn't drink alcoholic drinks at all.
915,Finnish,Tom ei käytä lainkaan alkoholia.
915,Hungarian,Tomi egyáltalán nem fogyaszt alkoholt.
916,English,He pulled his son by the ear.
916,Esperanto,Li tiris sian filon per la oreloj.
